state,state population,ethnicity,gender,age group,group population
CT,3574097,Asian,Female,60-61,1146
DE,897934,Asian,Female,60-61,258
DC,601723,Asian,Female,60-61,206
FL,18801310,Asian,Female,60-61,5815
GA,9687653,Asian,Female,60-61,2912
HI,1360301,Asian,Female,60-61,8630
ID,1567582,Asian,Female,60-61,211
IL,12830632,Asian,Female,60-61,6705
IN,6483802,Asian,Female,60-61,855
IA,3046355,Asian,Female,60-61,413
KS,2853118,Asian,Female,60-61,668
KY,4339367,Asian,Female,60-61,462
LA,4533372,Asian,Female,60-61,752
ME,1328361,Asian,Female,60-61,153
MD,5773552,Asian,Female,60-61,3689
MA,6547629,Asian,Female,60-61,3037
MI,9883640,Asian,Female,60-61,2235
MN,5303925,Asian,Female,60-61,1412
MS,2967297,Asian,Female,60-61,276
MO,5988927,Asian,Female,60-61,963
MT,989415,Asian,Female,60-61,107
NE,1826341,Asian,Female,60-61,322
NV,2700551,Asian,Female,60-61,2993
NH,1316470,Asian,Female,60-61,258
NJ,8791894,Asian,Female,60-61,7546
NM,2059179,Asian,Female,60-61,419
NY,19378102,Asian,Female,60-61,16405
NC,9535483,Asian,Female,60-61,1840
ND,672591,Asian,Female,60-61,65
OH,11536504,Asian,Female,60-61,1868
OK,3751351,Asian,Female,60-61,754
OR,3831074,Asian,Female,60-61,1620
PA,12702379,Asian,Female,60-61,3373
RI,1052567,Asian,Female,60-61,252
SC,4625364,Asian,Female,60-61,722
SD,814180,Asian,Female,60-61,64
TN,6346105,Asian,Female,60-61,878
TX,25145561,Asian,Female,60-61,9997
UT,2763885,Asian,Female,60-61,570
VT,625741,Asian,Female,60-61,68
VA,8001024,Asian,Female,60-61,4698
WA,6724540,Asian,Female,60-61,5860
WV,1852994,Asian,Female,60-61,174
WI,5686986,Asian,Female,60-61,796
WY,563626,Asian,Female,60-61,44
PR,3725789,Asian,Female,60-61,78
AL,4779736,Asian,Female,62-64,702
AK,710231,Asian,Female,62-64,556
AZ,6392017,Asian,Female,62-64,2593
AR,2915918,Asian,Female,62-64,393
CA,37253956,Asian,Female,62-64,76722
CO,5029196,Asian,Female,62-64,1851
CT,3574097,Asian,Female,62-64,1387
DE,897934,Asian,Female,62-64,393
DC,601723,Asian,Female,62-64,234
FL,18801310,Asian,Female,62-64,7120
GA,9687653,Asian,Female,62-64,3592
HI,1360301,Asian,Female,62-64,11748
ID,1567582,Asian,Female,62-64,259
IL,12830632,Asian,Female,62-64,8613
IN,6483802,Asian,Female,62-64,1058
IA,3046355,Asian,Female,62-64,466
KS,2853118,Asian,Female,62-64,744
KY,4339367,Asian,Female,62-64,582
LA,4533372,Asian,Female,62-64,922
ME,1328361,Asian,Female,62-64,164
MD,5773552,Asian,Female,62-64,4658
MA,6547629,Asian,Female,62-64,3430
MI,9883640,Asian,Female,62-64,2981
MN,5303925,Asian,Female,62-64,1687
MS,2967297,Asian,Female,62-64,325
MO,5988927,Asian,Female,62-64,1216
MT,989415,Asian,Female,62-64,97
NE,1826341,Asian,Female,62-64,322
NV,2700551,Asian,Female,62-64,4017
NH,1316470,Asian,Female,62-64,294
NJ,8791894,Asian,Female,62-64,9682
NM,2059179,Asian,Female,62-64,481
NY,19378102,Asian,Female,62-64,19564
NC,9535483,Asian,Female,62-64,2265
ND,672591,Asian,Female,62-64,66
OH,11536504,Asian,Female,62-64,2476
OK,3751351,Asian,Female,62-64,874
OR,3831074,Asian,Female,62-64,1873
PA,12702379,Asian,Female,62-64,3985
RI,1052567,Asian,Female,62-64,297
SC,4625364,Asian,Female,62-64,895
SD,814180,Asian,Female,62-64,75
TN,6346105,Asian,Female,62-64,1087
TX,25145561,Asian,Female,62-64,11902
UT,2763885,Asian,Female,62-64,652
VT,625741,Asian,Female,62-64,100
VA,8001024,Asian,Female,62-64,5842
WA,6724540,Asian,Female,62-64,7030
WV,1852994,Asian,Female,62-64,225
WI,5686986,Asian,Female,62-64,1030
WY,563626,Asian,Female,62-64,62
PR,3725789,Asian,Female,62-64,110
AL,4779736,Asian,Female,65-66,355
AK,710231,Asian,Female,65-66,295
AZ,6392017,Asian,Female,65-66,1391
AR,2915918,Asian,Female,65-66,212
CA,37253956,Asian,Female,65-66,41815
CO,5029196,Asian,Female,65-66,949
CT,3574097,Asian,Female,65-66,724
DE,897934,Asian,Female,65-66,222
DC,601723,Asian,Female,65-66,111
FL,18801310,Asian,Female,65-66,3954
GA,9687653,Asian,Female,65-66,1924
HI,1360301,Asian,Female,65-66,7038
ID,1567582,Asian,Female,65-66,155
IL,12830632,Asian,Female,65-66,4790
IN,6483802,Asian,Female,65-66,505
IA,3046355,Asian,Female,65-66,268
KS,2853118,Asian,Female,65-66,398
KY,4339367,Asian,Female,65-66,281
LA,4533372,Asian,Female,65-66,467
ME,1328361,Asian,Female,65-66,86
MD,5773552,Asian,Female,65-66,2444
MA,6547629,Asian,Female,65-66,1902
MI,9883640,Asian,Female,65-66,1478
MN,5303925,Asian,Female,65-66,914
MS,2967297,Asian,Female,65-66,176
MO,5988927,Asian,Female,65-66,639
MT,989415,Asian,Female,65-66,44
NE,1826341,Asian,Female,65-66,173
NV,2700551,Asian,Female,65-66,2213
NH,1316470,Asian,Female,65-66,154
NJ,8791894,Asian,Female,65-66,5171
NM,2059179,Asian,Female,65-66,234
NY,19378102,Asian,Female,65-66,10200
NC,9535483,Asian,Female,65-66,1139
ND,672591,Asian,Female,65-66,31
OH,11536504,Asian,Female,65-66,1271
OK,3751351,Asian,Female,65-66,493
OR,3831074,Asian,Female,65-66,981
PA,12702379,Asian,Female,65-66,2303
RI,1052567,Asian,Female,65-66,175
SC,4625364,Asian,Female,65-66,437
SD,814180,Asian,Female,65-66,48
TN,6346105,Asian,Female,65-66,620
TX,25145561,Asian,Female,65-66,6355
UT,2763885,Asian,Female,65-66,327
VT,625741,Asian,Female,65-66,31
VA,8001024,Asian,Female,65-66,3081
WA,6724540,Asian,Female,65-66,3866
WV,1852994,Asian,Female,65-66,126
WI,5686986,Asian,Female,65-66,539
WY,563626,Asian,Female,65-66,26
PR,3725789,Asian,Female,65-66,52
AL,4779736,Asian,Female,67-69,437
AK,710231,Asian,Female,67-69,365
AZ,6392017,Asian,Female,67-69,1683
AR,2915918,Asian,Female,67-69,263
CA,37253956,Asian,Female,67-69,54679
CO,5029196,Asian,Female,67-69,1263
CT,3574097,Asian,Female,67-69,961
DE,897934,Asian,Female,67-69,265
DC,601723,Asian,Female,67-69,168
FL,18801310,Asian,Female,67-69,5170
GA,9687653,Asian,Female,67-69,2507
HI,1360301,Asian,Female,67-69,8682
ID,1567582,Asian,Female,67-69,160
IL,12830632,Asian,Female,67-69,5897
IN,6483802,Asian,Female,67-69,696
IA,3046355,Asian,Female,67-69,313
KS,2853118,Asian,Female,67-69,537
KY,4339367,Asian,Female,67-69,367
LA,4533372,Asian,Female,67-69,541
ME,1328361,Asian,Female,67-69,87
MD,5773552,Asian,Female,67-69,3249
MA,6547629,Asian,Female,67-69,2556
MI,9883640,Asian,Female,67-69,1913
MN,5303925,Asian,Female,67-69,1139
MS,2967297,Asian,Female,67-69,241
MO,5988927,Asian,Female,67-69,785
MT,989415,Asian,Female,67-69,52
NE,1826341,Asian,Female,67-69,217
NV,2700551,Asian,Female,67-69,2769
NH,1316470,Asian,Female,67-69,185
NJ,8791894,Asian,Female,67-69,6581
NM,2059179,Asian,Female,67-69,289
NY,19378102,Asian,Female,67-69,13349
NC,9535483,Asian,Female,67-69,1511
ND,672591,Asian,Female,67-69,44
OH,11536504,Asian,Female,67-69,1636
OK,3751351,Asian,Female,67-69,550
OR,3831074,Asian,Female,67-69,1288
PA,12702379,Asian,Female,67-69,2774
RI,1052567,Asian,Female,67-69,189
SC,4625364,Asian,Female,67-69,537
SD,814180,Asian,Female,67-69,44
TN,6346105,Asian,Female,67-69,686
TX,25145561,Asian,Female,67-69,7749
UT,2763885,Asian,Female,67-69,428
VT,625741,Asian,Female,67-69,60
VA,8001024,Asian,Female,67-69,4137
WA,6724540,Asian,Female,67-69,4919
WV,1852994,Asian,Female,67-69,146
WI,5686986,Asian,Female,67-69,681
WY,563626,Asian,Female,67-69,43
PR,3725789,Asian,Female,67-69,67
AL,4779736,Asian,Female,70-74,505
AK,710231,Asian,Female,70-74,473
AZ,6392017,Asian,Female,70-74,2216
AR,2915918,Asian,Female,70-74,298
CA,37253956,Asian,Female,70-74,77977
CO,5029196,Asian,Female,70-74,1585
CT,3574097,Asian,Female,70-74,1114
DE,897934,Asian,Female,70-74,334
DC,601723,Asian,Female,70-74,212
FL,18801310,Asian,Female,70-74,6244
GA,9687653,Asian,Female,70-74,2810
HI,1360301,Asian,Female,70-74,12844
ID,1567582,Asian,Female,70-74,192
IL,12830632,Asian,Female,70-74,7224
IN,6483802,Asian,Female,70-74,823
IA,3046355,Asian,Female,70-74,397
KS,2853118,Asian,Female,70-74,575
KY,4339367,Asian,Female,70-74,450
LA,4533372,Asian,Female,70-74,628
ME,1328361,Asian,Female,70-74,152
MD,5773552,Asian,Female,70-74,4107
MA,6547629,Asian,Female,70-74,3470
MI,9883640,Asian,Female,70-74,2240
MN,5303925,Asian,Female,70-74,1399
MS,2967297,Asian,Female,70-74,267
MO,5988927,Asian,Female,70-74,965
MT,989415,Asian,Female,70-74,76
NE,1826341,Asian,Female,70-74,266
NV,2700551,Asian,Female,70-74,3466
NH,1316470,Asian,Female,70-74,155
NJ,8791894,Asian,Female,70-74,8120
NM,2059179,Asian,Female,70-74,374
NY,19378102,Asian,Female,70-74,18166
NC,9535483,Asian,Female,70-74,1705
ND,672591,Asian,Female,70-74,36
OH,11536504,Asian,Female,70-74,1883
OK,3751351,Asian,Female,70-74,692
OR,3831074,Asian,Female,70-74,1700
PA,12702379,Asian,Female,70-74,3526
RI,1052567,Asian,Female,70-74,258
SC,4625364,Asian,Female,70-74,668
SD,814180,Asian,Female,70-74,57
TN,6346105,Asian,Female,70-74,793
TX,25145561,Asian,Female,70-74,9565
UT,2763885,Asian,Female,70-74,533
VT,625741,Asian,Female,70-74,54
VA,8001024,Asian,Female,70-74,4830
WA,6724540,Asian,Female,70-74,6632
WV,1852994,Asian,Female,70-74,147
WI,5686986,Asian,Female,70-74,846
WY,563626,Asian,Female,70-74,48
PR,3725789,Asian,Female,70-74,80
AL,4779736,Asian,Female,75-79,395
AK,710231,Asian,Female,75-79,347
AZ,6392017,Asian,Female,75-79,1546
AR,2915918,Asian,Female,75-79,208
CA,37253956,Asian,Female,75-79,61919
CO,5029196,Asian,Female,75-79,1277
CT,3574097,Asian,Female,75-79,777
DE,897934,Asian,Female,75-79,207
DC,601723,Asian,Female,75-79,142
FL,18801310,Asian,Female,75-79,4083
GA,9687653,Asian,Female,75-79,1861
HI,1360301,Asian,Female,75-79,12764
ID,1567582,Asian,Female,75-79,188
IL,12830632,Asian,Female,75-79,4640
IN,6483802,Asian,Female,75-79,568
IA,3046355,Asian,Female,75-79,269
KS,2853118,Asian,Female,75-79,402
KY,4339367,Asian,Female,75-79,274
LA,4533372,Asian,Female,75-79,488
ME,1328361,Asian,Female,75-79,96
MD,5773552,Asian,Female,75-79,2750
MA,6547629,Asian,Female,75-79,2442
MI,9883640,Asian,Female,75-79,1445
MN,5303925,Asian,Female,75-79,1056
MS,2967297,Asian,Female,75-79,171
MO,5988927,Asian,Female,75-79,691
MT,989415,Asian,Female,75-79,71
NE,1826341,Asian,Female,75-79,172
NV,2700551,Asian,Female,75-79,2324
NH,1316470,Asian,Female,75-79,146
NJ,8791894,Asian,Female,75-79,5208
NM,2059179,Asian,Female,75-79,273
NY,19378102,Asian,Female,75-79,12723
NC,9535483,Asian,Female,75-79,1167
ND,672591,Asian,Female,75-79,26
OH,11536504,Asian,Female,75-79,1302
OK,3751351,Asian,Female,75-79,487
OR,3831074,Asian,Female,75-79,1296
PA,12702379,Asian,Female,75-79,2363
RI,1052567,Asian,Female,75-79,145
SC,4625364,Asian,Female,75-79,424
SD,814180,Asian,Female,75-79,31
TN,6346105,Asian,Female,75-79,556
TX,25145561,Asian,Female,75-79,6178
UT,2763885,Asian,Female,75-79,367
VT,625741,Asian,Female,75-79,43
VA,8001024,Asian,Female,75-79,3262
WA,6724540,Asian,Female,75-79,5137
WV,1852994,Asian,Female,75-79,83
WI,5686986,Asian,Female,75-79,627
WY,563626,Asian,Female,75-79,40
PR,3725789,Asian,Female,75-79,61
AL,4779736,Asian,Female,80-84,205
AK,710231,Asian,Female,80-84,240
AZ,6392017,Asian,Female,80-84,893
AR,2915918,Asian,Female,80-84,145
CA,37253956,Asian,Female,80-84,45662
CO,5029196,Asian,Female,80-84,894
CT,3574097,Asian,Female,80-84,436
DE,897934,Asian,Female,80-84,108
DC,601723,Asian,Female,80-84,95
FL,18801310,Asian,Female,80-84,2366
GA,9687653,Asian,Female,80-84,995
HI,1360301,Asian,Female,80-84,12245
ID,1567582,Asian,Female,80-84,138
IL,12830632,Asian,Female,80-84,3142
IN,6483802,Asian,Female,80-84,352
IA,3046355,Asian,Female,80-84,162
KS,2853118,Asian,Female,80-84,248
KY,4339367,Asian,Female,80-84,159
LA,4533372,Asian,Female,80-84,288
ME,1328361,Asian,Female,80-84,52
MD,5773552,Asian,Female,80-84,1704
MA,6547629,Asian,Female,80-84,1623
MI,9883640,Asian,Female,80-84,945
MN,5303925,Asian,Female,80-84,670
MS,2967297,Asian,Female,80-84,125
MO,5988927,Asian,Female,80-84,419
MT,989415,Asian,Female,80-84,42
NE,1826341,Asian,Female,80-84,105
NV,2700551,Asian,Female,80-84,1293
NH,1316470,Asian,Female,80-84,83
NJ,8791894,Asian,Female,80-84,3098
NM,2059179,Asian,Female,80-84,226
NY,19378102,Asian,Female,80-84,8599
NC,9535483,Asian,Female,80-84,690
ND,672591,Asian,Female,80-84,20
OH,11536504,Asian,Female,80-84,804
OK,3751351,Asian,Female,80-84,275
OR,3831074,Asian,Female,80-84,956
PA,12702379,Asian,Female,80-84,1391
RI,1052567,Asian,Female,80-84,121
SC,4625364,Asian,Female,80-84,241
SD,814180,Asian,Female,80-84,24
TN,6346105,Asian,Female,80-84,320
TX,25145561,Asian,Female,80-84,3779
UT,2763885,Asian,Female,80-84,314
VT,625741,Asian,Female,80-84,26
VA,8001024,Asian,Female,80-84,1934
WA,6724540,Asian,Female,80-84,3683
WV,1852994,Asian,Female,80-84,61
WI,5686986,Asian,Female,80-84,414
WY,563626,Asian,Female,80-84,27
PR,3725789,Asian,Female,80-84,34
AL,4779736,Black,Male,0-4,46133
AK,710231,Black,Male,0-4,855
AZ,6392017,Black,Male,0-4,10702
AR,2915918,Black,Male,0-4,18698
CA,37253956,Black,Male,0-4,75263
CO,5029196,Black,Male,0-4,8000
CT,3574097,Black,Male,0-4,13063
DE,897934,Black,Male,0-4,7187
DC,601723,Black,Male,0-4,9346
FL,18801310,Black,Male,0-4,119659
GA,9687653,Black,Male,0-4,115667
HI,1360301,Black,Male,0-4,779
ID,1567582,Black,Male,0-4,501
IL,12830632,Black,Male,0-4,67829
IN,6483802,Black,Male,0-4,24898
IA,3046355,Black,Male,0-4,4633
KS,2853118,Black,Male,0-4,7184
KY,4339367,Black,Male,0-4,13328
LA,4533372,Black,Male,0-4,60068
ME,1328361,Black,Male,0-4,997
MD,5773552,Black,Male,0-4,59432
MA,6547629,Black,Male,0-4,16138
MI,9883640,Black,Male,0-4,51173
MN,5303925,Black,Male,0-4,15553
MS,2967297,Black,Male,0-4,46963
MO,5988927,Black,Male,0-4,27298
MT,989415,Black,Male,0-4,174
NE,1826341,Black,Male,0-4,4051
NV,2700551,Black,Male,0-4,8195
NH,1316470,Black,Male,0-4,669
NJ,8791894,Black,Male,0-4,41766
NM,2059179,Black,Male,0-4,1682
NY,19378102,Black,Male,0-4,102220
NC,9535483,Black,Male,0-4,74068
ND,672591,Black,Male,0-4,537
OH,11536504,Black,Male,0-4,55942
OK,3751351,Black,Male,0-4,11027
OR,3831074,Black,Male,0-4,2763
PA,12702379,Black,Male,0-4,52012
RI,1052567,Black,Male,0-4,2518
SC,4625364,Black,Male,0-4,49183
SD,814180,Black,Male,0-4,648
TN,6346105,Black,Male,0-4,41189
TX,25145561,Black,Male,0-4,117284
UT,2763885,Black,Male,0-4,1780
VT,625741,Black,Male,0-4,282
VA,8001024,Black,Male,0-4,53405
WA,6724540,Black,Male,0-4,9533
WV,1852994,Black,Male,0-4,1894
WI,5686986,Black,Male,0-4,16868
WY,563626,Black,Male,0-4,217
PR,3725789,Black,Male,0-4,11990
AL,4779736,Black,Male,5-9,46283
AK,710231,Black,Male,5-9,876
AZ,6392017,Black,Male,5-9,10603
AR,2915918,Black,Male,5-9,18419
CA,37253956,Black,Male,5-9,76080
CO,5029196,Black,Male,5-9,7836
CT,3574097,Black,Male,5-9,13561
DE,897934,Black,Male,5-9,7353
DC,601723,Black,Male,5-9,8505
FL,18801310,Black,Male,5-9,117073
GA,9687653,Black,Male,5-9,116065
HI,1360301,Black,Male,5-9,650
ID,1567582,Black,Male,5-9,508
IL,12830632,Black,Male,5-9,69650
IN,6483802,Black,Male,5-9,24806
IA,3046355,Black,Male,5-9,4330
KS,2853118,Black,Male,5-9,6770
KY,4339367,Black,Male,5-9,12832
LA,4533372,Black,Male,5-9,59029
ME,1328361,Black,Male,5-9,846
MD,5773552,Black,Male,5-9,60159
MA,6547629,Black,Male,5-9,15945
MI,9883640,Black,Male,5-9,51772
MN,5303925,Black,Male,5-9,13862
MS,2967297,Black,Male,5-9,44511
MO,5988927,Black,Male,5-9,26846
MT,989415,Black,Male,5-9,206
NE,1826341,Black,Male,5-9,3749
NV,2700551,Black,Male,5-9,8202
NH,1316470,Black,Male,5-9,666
NJ,8791894,Black,Male,5-9,43135
NM,2059179,Black,Male,5-9,1561
NY,19378102,Black,Male,5-9,103972
NC,9535483,Black,Male,5-9,74215
ND,672591,Black,Male,5-9,352
OH,11536504,Black,Male,5-9,54431
OK,3751351,Black,Male,5-9,11091
OR,3831074,Black,Male,5-9,2722
PA,12702379,Black,Male,5-9,51198
RI,1052567,Black,Male,5-9,2373
SC,4625364,Black,Male,5-9,46832
SD,814180,Black,Male,5-9,543
TN,6346105,Black,Male,5-9,40098
TX,25145561,Black,Male,5-9,118818
UT,2763885,Black,Male,5-9,1646
VT,625741,Black,Male,5-9,330
VA,8001024,Black,Male,5-9,54332
WA,6724540,Black,Male,5-9,9062
WV,1852994,Black,Male,5-9,1921
WI,5686986,Black,Male,5-9,16434
WY,563626,Black,Male,5-9,166
PR,3725789,Black,Male,5-9,14349
AL,4779736,Black,Male,10-14,49594
AK,710231,Black,Male,10-14,908
AZ,6392017,Black,Male,10-14,10960
AR,2915918,Black,Male,10-14,18902
CA,37253956,Black,Male,10-14,85752
CO,5029196,Black,Male,10-14,7743
CT,3574097,Black,Male,10-14,15071
DE,897934,Black,Male,10-14,7835
DC,601723,Black,Male,10-14,9260
FL,18801310,Black,Male,10-14,121689
GA,9687653,Black,Male,10-14,121400
HI,1360301,Black,Male,10-14,649
ID,1567582,Black,Male,10-14,535
IL,12830632,Black,Male,10-14,77502
IN,6483802,Black,Male,10-14,25434
IA,3046355,Black,Male,10-14,4183
KS,2853118,Black,Male,10-14,6819
KY,4339367,Black,Male,10-14,13144
LA,4533372,Black,Male,10-14,59121
ME,1328361,Black,Male,10-14,864
MD,5773552,Black,Male,10-14,63466
MA,6547629,Black,Male,10-14,16877
MI,9883640,Black,Male,10-14,56685
MN,5303925,Black,Male,10-14,12253
MS,2967297,Black,Male,10-14,46330
MO,5988927,Black,Male,10-14,28028
MT,989415,Black,Male,10-14,178
NE,1826341,Black,Male,10-14,3595
NV,2700551,Black,Male,10-14,8548
NH,1316470,Black,Male,10-14,684
NJ,8791894,Black,Male,10-14,46681
NM,2059179,Black,Male,10-14,1644
NY,19378102,Black,Male,10-14,112058
NC,9535483,Black,Male,10-14,79197
ND,672591,Black,Male,10-14,341
OH,11536504,Black,Male,10-14,56567
OK,3751351,Black,Male,10-14,11134
OR,3831074,Black,Male,10-14,2761
PA,12702379,Black,Male,10-14,54462
RI,1052567,Black,Male,10-14,2493
SC,4625364,Black,Male,10-14,48988
SD,814180,Black,Male,10-14,456
TN,6346105,Black,Male,10-14,43230
TX,25145561,Black,Male,10-14,121910
UT,2763885,Black,Male,10-14,1424
VT,625741,Black,Male,10-14,338
VA,8001024,Black,Male,10-14,56567
WA,6724540,Black,Male,10-14,9319
WV,1852994,Black,Male,10-14,2096
WI,5686986,Black,Male,10-14,17000
WY,563626,Black,Male,10-14,163
PR,3725789,Black,Male,10-14,16976
AL,4779736,Black,Male,15-17,32456
AK,710231,Black,Male,15-17,601
AZ,6392017,Black,Male,15-17,7071
AR,2915918,Black,Male,15-17,11908
CA,37253956,Black,Male,15-17,60001
CO,5029196,Black,Male,15-17,5022
CT,3574097,Black,Male,15-17,9866
DE,897934,Black,Male,15-17,5033
DC,601723,Black,Male,15-17,6535
FL,18801310,Black,Male,15-17,80526
GA,9687653,Black,Male,15-17,78259
HI,1360301,Black,Male,15-17,351
ID,1567582,Black,Male,15-17,306
IL,12830632,Black,Male,15-17,54052
IN,6483802,Black,Male,15-17,16367
IA,3046355,Black,Male,15-17,2717
KS,2853118,Black,Male,15-17,4522
KY,4339367,Black,Male,15-17,8489
LA,4533372,Black,Male,15-17,37794
ME,1328361,Black,Male,15-17,560
MD,5773552,Black,Male,15-17,42360
MA,6547629,Black,Male,15-17,11679
MI,9883640,Black,Male,15-17,40505
MN,5303925,Black,Male,15-17,7795
MS,2967297,Black,Male,15-17,30176
MO,5988927,Black,Male,15-17,19723
MT,989415,Black,Male,15-17,123
NE,1826341,Black,Male,15-17,2422
NV,2700551,Black,Male,15-17,5890
NH,1316470,Black,Male,15-17,428
NJ,8791894,Black,Male,15-17,31752
NM,2059179,Black,Male,15-17,1078
NY,19378102,Black,Male,15-17,77357
NC,9535483,Black,Male,15-17,52577
ND,672591,Black,Male,15-17,186
OH,11536504,Black,Male,15-17,38618
OK,3751351,Black,Male,15-17,7132
OR,3831074,Black,Male,15-17,1883
PA,12702379,Black,Male,15-17,38801
RI,1052567,Black,Male,15-17,1675
SC,4625364,Black,Male,15-17,32880
SD,814180,Black,Male,15-17,270
TN,6346105,Black,Male,15-17,28216
TX,25145561,Black,Male,15-17,77997
UT,2763885,Black,Male,15-17,904
VT,625741,Black,Male,15-17,185
VA,8001024,Black,Male,15-17,38259
WA,6724540,Black,Male,15-17,5992
WV,1852994,Black,Male,15-17,1516
WI,5686986,Black,Male,15-17,11158
WY,563626,Black,Male,15-17,105
PR,3725789,Black,Male,15-17,11506
AL,4779736,Black,Male,18-19,23065
AK,710231,Black,Male,18-19,406
AZ,6392017,Black,Male,18-19,5374
AR,2915918,Black,Male,18-19,8273
CA,37253956,Black,Male,18-19,41956
CO,5029196,Black,Male,18-19,3726
CT,3574097,Black,Male,18-19,7201
DE,897934,Black,Male,18-19,3737
DC,601723,Black,Male,18-19,5242
FL,18801310,Black,Male,18-19,57207
GA,9687653,Black,Male,18-19,52778
HI,1360301,Black,Male,18-19,413
ID,1567582,Black,Male,18-19,259
IL,12830632,Black,Male,18-19,34493
IN,6483802,Black,Male,18-19,10813
IA,3046355,Black,Male,18-19,2330
KS,2853118,Black,Male,18-19,3489
KY,4339367,Black,Male,18-19,6784
LA,4533372,Black,Male,18-19,26692
ME,1328361,Black,Male,18-19,469
MD,5773552,Black,Male,18-19,28307
MA,6547629,Black,Male,18-19,9124
MI,9883640,Black,Male,18-19,28478
MN,5303925,Black,Male,18-19,5427
MS,2967297,Black,Male,18-19,20527
MO,5988927,Black,Male,18-19,13679
MT,989415,Black,Male,18-19,157
NE,1826341,Black,Male,18-19,1576
NV,2700551,Black,Male,18-19,3824
NH,1316470,Black,Male,18-19,359
NJ,8791894,Black,Male,18-19,20361
