state,state population,ethnicity,gender,age group,group population
VA,8001024,PacIs,Female,50-54,181
WA,6724540,PacIs,Female,50-54,1100
WV,1852994,PacIs,Female,50-54,14
WI,5686986,PacIs,Female,50-54,56
WY,563626,PacIs,Female,50-54,13
PR,3725789,PacIs,Female,50-54,17
AL,4779736,PacIs,Female,55-59,41
AK,710231,PacIs,Female,55-59,110
AZ,6392017,PacIs,Female,55-59,220
AR,2915918,PacIs,Female,55-59,80
CA,37253956,PacIs,Female,55-59,3717
CO,5029196,PacIs,Female,55-59,119
CT,3574097,PacIs,Female,55-59,21
DE,897934,PacIs,Female,55-59,6
DC,601723,PacIs,Female,55-59,8
FL,18801310,PacIs,Female,55-59,293
GA,9687653,PacIs,Female,55-59,130
HI,1360301,PacIs,Female,55-59,3458
ID,1567582,PacIs,Female,55-59,43
IL,12830632,PacIs,Female,55-59,103
IN,6483802,PacIs,Female,55-59,60
IA,3046355,PacIs,Female,55-59,24
KS,2853118,PacIs,Female,55-59,35
KY,4339367,PacIs,Female,55-59,45
LA,4533372,PacIs,Female,55-59,35
ME,1328361,PacIs,Female,55-59,7
MD,5773552,PacIs,Female,55-59,95
MA,6547629,PacIs,Female,55-59,56
MI,9883640,PacIs,Female,55-59,81
MN,5303925,PacIs,Female,55-59,48
MS,2967297,PacIs,Female,55-59,23
MO,5988927,PacIs,Female,55-59,105
MT,989415,PacIs,Female,55-59,13
NE,1826341,PacIs,Female,55-59,19
NV,2700551,PacIs,Female,55-59,414
NH,1316470,PacIs,Female,55-59,12
NJ,8791894,PacIs,Female,55-59,72
NM,2059179,PacIs,Female,55-59,50
NY,19378102,PacIs,Female,55-59,166
NC,9535483,PacIs,Female,55-59,130
ND,672591,PacIs,Female,55-59,8
OH,11536504,PacIs,Female,55-59,99
OK,3751351,PacIs,Female,55-59,89
OR,3831074,PacIs,Female,55-59,221
PA,12702379,PacIs,Female,55-59,84
RI,1052567,PacIs,Female,55-59,12
SC,4625364,PacIs,Female,55-59,50
SD,814180,PacIs,Female,55-59,9
TN,6346105,PacIs,Female,55-59,69
TX,25145561,PacIs,Female,55-59,440
UT,2763885,PacIs,Female,55-59,349
VT,625741,PacIs,Female,55-59,2
VA,8001024,PacIs,Female,55-59,156
WA,6724540,PacIs,Female,55-59,797
WV,1852994,PacIs,Female,55-59,6
WI,5686986,PacIs,Female,55-59,47
WY,563626,PacIs,Female,55-59,12
PR,3725789,PacIs,Female,55-59,6
AL,4779736,PacIs,Female,60-61,15
AK,710231,PacIs,Female,60-61,37
AZ,6392017,PacIs,Female,60-61,91
AR,2915918,PacIs,Female,60-61,20
CA,37253956,PacIs,Female,60-61,1294
CO,5029196,PacIs,Female,60-61,58
CT,3574097,PacIs,Female,60-61,11
DE,897934,PacIs,Female,60-61,5
DC,601723,PacIs,Female,60-61,0
FL,18801310,PacIs,Female,60-61,125
GA,9687653,PacIs,Female,60-61,43
HI,1360301,PacIs,Female,60-61,1226
ID,1567582,PacIs,Female,60-61,7
IL,12830632,PacIs,Female,60-61,41
IN,6483802,PacIs,Female,60-61,20
IA,3046355,PacIs,Female,60-61,12
KS,2853118,PacIs,Female,60-61,11
KY,4339367,PacIs,Female,60-61,13
LA,4533372,PacIs,Female,60-61,8
ME,1328361,PacIs,Female,60-61,7
MD,5773552,PacIs,Female,60-61,23
MA,6547629,PacIs,Female,60-61,23
MI,9883640,PacIs,Female,60-61,22
MN,5303925,PacIs,Female,60-61,14
MS,2967297,PacIs,Female,60-61,7
MO,5988927,PacIs,Female,60-61,29
MT,989415,PacIs,Female,60-61,10
NE,1826341,PacIs,Female,60-61,6
NV,2700551,PacIs,Female,60-61,131
NH,1316470,PacIs,Female,60-61,4
NJ,8791894,PacIs,Female,60-61,25
NM,2059179,PacIs,Female,60-61,20
NY,19378102,PacIs,Female,60-61,72
NC,9535483,PacIs,Female,60-61,29
ND,672591,PacIs,Female,60-61,5
OH,11536504,PacIs,Female,60-61,32
OK,3751351,PacIs,Female,60-61,25
OR,3831074,PacIs,Female,60-61,100
PA,12702379,PacIs,Female,60-61,39
RI,1052567,PacIs,Female,60-61,5
SC,4625364,PacIs,Female,60-61,28
SD,814180,PacIs,Female,60-61,6
TN,6346105,PacIs,Female,60-61,18
TX,25145561,PacIs,Female,60-61,172
UT,2763885,PacIs,Female,60-61,109
VT,625741,PacIs,Female,60-61,3
VA,8001024,PacIs,Female,60-61,49
WA,6724540,PacIs,Female,60-61,266
WV,1852994,PacIs,Female,60-61,8
WI,5686986,PacIs,Female,60-61,13
WY,563626,PacIs,Female,60-61,2
PR,3725789,PacIs,Female,60-61,6
AL,4779736,PacIs,Female,62-64,16
AK,710231,PacIs,Female,62-64,41
AZ,6392017,PacIs,Female,62-64,92
AR,2915918,PacIs,Female,62-64,22
CA,37253956,PacIs,Female,62-64,1543
CO,5029196,PacIs,Female,62-64,65
CT,3574097,PacIs,Female,62-64,11
DE,897934,PacIs,Female,62-64,4
DC,601723,PacIs,Female,62-64,3
FL,18801310,PacIs,Female,62-64,113
GA,9687653,PacIs,Female,62-64,46
HI,1360301,PacIs,Female,62-64,1574
ID,1567582,PacIs,Female,62-64,16
IL,12830632,PacIs,Female,62-64,39
IN,6483802,PacIs,Female,62-64,27
IA,3046355,PacIs,Female,62-64,9
KS,2853118,PacIs,Female,62-64,11
KY,4339367,PacIs,Female,62-64,20
LA,4533372,PacIs,Female,62-64,27
ME,1328361,PacIs,Female,62-64,5
MD,5773552,PacIs,Female,62-64,31
MA,6547629,PacIs,Female,62-64,16
MI,9883640,PacIs,Female,62-64,38
MN,5303925,PacIs,Female,62-64,19
MS,2967297,PacIs,Female,62-64,15
MO,5988927,PacIs,Female,62-64,34
MT,989415,PacIs,Female,62-64,6
NE,1826341,PacIs,Female,62-64,9
NV,2700551,PacIs,Female,62-64,176
NH,1316470,PacIs,Female,62-64,2
NJ,8791894,PacIs,Female,62-64,26
NM,2059179,PacIs,Female,62-64,22
NY,19378102,PacIs,Female,62-64,98
NC,9535483,PacIs,Female,62-64,42
ND,672591,PacIs,Female,62-64,0
OH,11536504,PacIs,Female,62-64,28
OK,3751351,PacIs,Female,62-64,25
OR,3831074,PacIs,Female,62-64,97
PA,12702379,PacIs,Female,62-64,31
RI,1052567,PacIs,Female,62-64,5
SC,4625364,PacIs,Female,62-64,15
SD,814180,PacIs,Female,62-64,2
TN,6346105,PacIs,Female,62-64,38
TX,25145561,PacIs,Female,62-64,168
UT,2763885,PacIs,Female,62-64,152
VT,625741,PacIs,Female,62-64,3
VA,8001024,PacIs,Female,62-64,65
WA,6724540,PacIs,Female,62-64,292
WV,1852994,PacIs,Female,62-64,6
WI,5686986,PacIs,Female,62-64,21
WY,563626,PacIs,Female,62-64,5
PR,3725789,PacIs,Female,62-64,7
AL,4779736,PacIs,Female,65-66,12
AK,710231,PacIs,Female,65-66,20
AZ,6392017,PacIs,Female,65-66,68
AR,2915918,PacIs,Female,65-66,9
CA,37253956,PacIs,Female,65-66,840
CO,5029196,PacIs,Female,65-66,22
CT,3574097,PacIs,Female,65-66,3
DE,897934,PacIs,Female,65-66,0
DC,601723,PacIs,Female,65-66,6
FL,18801310,PacIs,Female,65-66,65
GA,9687653,PacIs,Female,65-66,20
HI,1360301,PacIs,Female,65-66,969
ID,1567582,PacIs,Female,65-66,6
IL,12830632,PacIs,Female,65-66,26
IN,6483802,PacIs,Female,65-66,7
IA,3046355,PacIs,Female,65-66,5
KS,2853118,PacIs,Female,65-66,8
KY,4339367,PacIs,Female,65-66,4
LA,4533372,PacIs,Female,65-66,13
ME,1328361,PacIs,Female,65-66,1
MD,5773552,PacIs,Female,65-66,24
MA,6547629,PacIs,Female,65-66,7
MI,9883640,PacIs,Female,65-66,21
MN,5303925,PacIs,Female,65-66,9
MS,2967297,PacIs,Female,65-66,3
MO,5988927,PacIs,Female,65-66,16
MT,989415,PacIs,Female,65-66,3
NE,1826341,PacIs,Female,65-66,5
NV,2700551,PacIs,Female,65-66,106
NH,1316470,PacIs,Female,65-66,0
NJ,8791894,PacIs,Female,65-66,9
NM,2059179,PacIs,Female,65-66,10
NY,19378102,PacIs,Female,65-66,43
NC,9535483,PacIs,Female,65-66,16
ND,672591,PacIs,Female,65-66,0
OH,11536504,PacIs,Female,65-66,19
OK,3751351,PacIs,Female,65-66,11
OR,3831074,PacIs,Female,65-66,46
PA,12702379,PacIs,Female,65-66,22
RI,1052567,PacIs,Female,65-66,2
SC,4625364,PacIs,Female,65-66,4
SD,814180,PacIs,Female,65-66,3
TN,6346105,PacIs,Female,65-66,12
TX,25145561,PacIs,Female,65-66,85
UT,2763885,PacIs,Female,65-66,82
VT,625741,PacIs,Female,65-66,3
VA,8001024,PacIs,Female,65-66,23
WA,6724540,PacIs,Female,65-66,142
WV,1852994,PacIs,Female,65-66,4
WI,5686986,PacIs,Female,65-66,6
WY,563626,PacIs,Female,65-66,2
PR,3725789,PacIs,Female,65-66,4
AL,4779736,PacIs,Female,67-69,13
AK,710231,PacIs,Female,67-69,32
AZ,6392017,PacIs,Female,67-69,61
AR,2915918,PacIs,Female,67-69,16
CA,37253956,PacIs,Female,67-69,1020
CO,5029196,PacIs,Female,67-69,29
CT,3574097,PacIs,Female,67-69,9
DE,897934,PacIs,Female,67-69,1
DC,601723,PacIs,Female,67-69,5
FL,18801310,PacIs,Female,67-69,82
GA,9687653,PacIs,Female,67-69,24
HI,1360301,PacIs,Female,67-69,1073
ID,1567582,PacIs,Female,67-69,5
IL,12830632,PacIs,Female,67-69,24
IN,6483802,PacIs,Female,67-69,14
IA,3046355,PacIs,Female,67-69,8
KS,2853118,PacIs,Female,67-69,5
KY,4339367,PacIs,Female,67-69,7
LA,4533372,PacIs,Female,67-69,14
ME,1328361,PacIs,Female,67-69,1
MD,5773552,PacIs,Female,67-69,13
MA,6547629,PacIs,Female,67-69,16
MI,9883640,PacIs,Female,67-69,15
MN,5303925,PacIs,Female,67-69,10
MS,2967297,PacIs,Female,67-69,1
MO,5988927,PacIs,Female,67-69,19
MT,989415,PacIs,Female,67-69,7
NE,1826341,PacIs,Female,67-69,5
NV,2700551,PacIs,Female,67-69,125
NH,1316470,PacIs,Female,67-69,2
NJ,8791894,PacIs,Female,67-69,21
NM,2059179,PacIs,Female,67-69,12
NY,19378102,PacIs,Female,67-69,56
NC,9535483,PacIs,Female,67-69,20
ND,672591,PacIs,Female,67-69,0
OH,11536504,PacIs,Female,67-69,29
OK,3751351,PacIs,Female,67-69,23
OR,3831074,PacIs,Female,67-69,57
PA,12702379,PacIs,Female,67-69,26
RI,1052567,PacIs,Female,67-69,0
SC,4625364,PacIs,Female,67-69,8
SD,814180,PacIs,Female,67-69,0
TN,6346105,PacIs,Female,67-69,16
TX,25145561,PacIs,Female,67-69,103
UT,2763885,PacIs,Female,67-69,99
VT,625741,PacIs,Female,67-69,1
VA,8001024,PacIs,Female,67-69,31
WA,6724540,PacIs,Female,67-69,188
WV,1852994,PacIs,Female,67-69,1
WI,5686986,PacIs,Female,67-69,12
WY,563626,PacIs,Female,67-69,4
PR,3725789,PacIs,Female,67-69,2
AL,4779736,PacIs,Female,70-74,13
AK,710231,PacIs,Female,70-74,22
AZ,6392017,PacIs,Female,70-74,83
AR,2915918,PacIs,Female,70-74,11
CA,37253956,PacIs,Female,70-74,1367
CO,5029196,PacIs,Female,70-74,42
CT,3574097,PacIs,Female,70-74,9
DE,897934,PacIs,Female,70-74,0
DC,601723,PacIs,Female,70-74,1
FL,18801310,PacIs,Female,70-74,104
GA,9687653,PacIs,Female,70-74,25
HI,1360301,PacIs,Female,70-74,1472
ID,1567582,PacIs,Female,70-74,11
IL,12830632,PacIs,Female,70-74,23
IN,6483802,PacIs,Female,70-74,10
IA,3046355,PacIs,Female,70-74,9
KS,2853118,PacIs,Female,70-74,16
KY,4339367,PacIs,Female,70-74,16
LA,4533372,PacIs,Female,70-74,13
ME,1328361,PacIs,Female,70-74,0
MD,5773552,PacIs,Female,70-74,25
MA,6547629,PacIs,Female,70-74,19
MI,9883640,PacIs,Female,70-74,18
MN,5303925,PacIs,Female,70-74,17
MS,2967297,PacIs,Female,70-74,5
MO,5988927,PacIs,Female,70-74,27
MT,989415,PacIs,Female,70-74,5
NE,1826341,PacIs,Female,70-74,14
NV,2700551,PacIs,Female,70-74,161
NH,1316470,PacIs,Female,70-74,2
NJ,8791894,PacIs,Female,70-74,15
NM,2059179,PacIs,Female,70-74,9
NY,19378102,PacIs,Female,70-74,71
NC,9535483,PacIs,Female,70-74,32
ND,672591,PacIs,Female,70-74,2
OH,11536504,PacIs,Female,70-74,35
OK,3751351,PacIs,Female,70-74,18
OR,3831074,PacIs,Female,70-74,65
PA,12702379,PacIs,Female,70-74,25
RI,1052567,PacIs,Female,70-74,6
SC,4625364,PacIs,Female,70-74,19
SD,814180,PacIs,Female,70-74,1
TN,6346105,PacIs,Female,70-74,10
TX,25145561,PacIs,Female,70-74,112
UT,2763885,PacIs,Female,70-74,118
VT,625741,PacIs,Female,70-74,2
VA,8001024,PacIs,Female,70-74,42
WA,6724540,PacIs,Female,70-74,232
WV,1852994,PacIs,Female,70-74,6
WI,5686986,PacIs,Female,70-74,6
WY,563626,PacIs,Female,70-74,3
PR,3725789,PacIs,Female,70-74,6
AL,4779736,PacIs,Female,75-79,9
AK,710231,PacIs,Female,75-79,18
AZ,6392017,PacIs,Female,75-79,47
AR,2915918,PacIs,Female,75-79,9
CA,37253956,PacIs,Female,75-79,940
CO,5029196,PacIs,Female,75-79,22
CT,3574097,PacIs,Female,75-79,2
DE,897934,PacIs,Female,75-79,5
DC,601723,PacIs,Female,75-79,0
FL,18801310,PacIs,Female,75-79,66
GA,9687653,PacIs,Female,75-79,9
HI,1360301,PacIs,Female,75-79,1052
ID,1567582,PacIs,Female,75-79,2
IL,12830632,PacIs,Female,75-79,21
IN,6483802,PacIs,Female,75-79,18
IA,3046355,PacIs,Female,75-79,6
KS,2853118,PacIs,Female,75-79,6
KY,4339367,PacIs,Female,75-79,6
LA,4533372,PacIs,Female,75-79,5
ME,1328361,PacIs,Female,75-79,2
MD,5773552,PacIs,Female,75-79,14
MA,6547629,PacIs,Female,75-79,17
MI,9883640,PacIs,Female,75-79,13
MN,5303925,PacIs,Female,75-79,8
MS,2967297,PacIs,Female,75-79,8
MO,5988927,PacIs,Female,75-79,21
MT,989415,PacIs,Female,75-79,1
NE,1826341,PacIs,Female,75-79,2
NV,2700551,PacIs,Female,75-79,75
NH,1316470,PacIs,Female,75-79,0
NJ,8791894,PacIs,Female,75-79,24
NM,2059179,PacIs,Female,75-79,14
NY,19378102,PacIs,Female,75-79,58
NC,9535483,PacIs,Female,75-79,17
ND,672591,PacIs,Female,75-79,2
OH,11536504,PacIs,Female,75-79,20
OK,3751351,PacIs,Female,75-79,12
OR,3831074,PacIs,Female,75-79,45
PA,12702379,PacIs,Female,75-79,13
RI,1052567,PacIs,Female,75-79,1
SC,4625364,PacIs,Female,75-79,6
SD,814180,PacIs,Female,75-79,1
TN,6346105,PacIs,Female,75-79,19
TX,25145561,PacIs,Female,75-79,73
UT,2763885,PacIs,Female,75-79,74
VT,625741,PacIs,Female,75-79,0
VA,8001024,PacIs,Female,75-79,13
WA,6724540,PacIs,Female,75-79,138
WV,1852994,PacIs,Female,75-79,1
WI,5686986,PacIs,Female,75-79,4
WY,563626,PacIs,Female,75-79,3
PR,3725789,PacIs,Female,75-79,6
AL,4779736,PacIs,Female,80-84,4
AK,710231,PacIs,Female,80-84,10
AZ,6392017,PacIs,Female,80-84,27
AR,2915918,PacIs,Female,80-84,5
CA,37253956,PacIs,Female,80-84,574
CO,5029196,PacIs,Female,80-84,5
CT,3574097,PacIs,Female,80-84,5
DE,897934,PacIs,Female,80-84,1
DC,601723,PacIs,Female,80-84,0
FL,18801310,PacIs,Female,80-84,41
GA,9687653,PacIs,Female,80-84,16
HI,1360301,PacIs,Female,80-84,732
ID,1567582,PacIs,Female,80-84,10
IL,12830632,PacIs,Female,80-84,9
IN,6483802,PacIs,Female,80-84,6
IA,3046355,PacIs,Female,80-84,3
KS,2853118,PacIs,Female,80-84,3
KY,4339367,PacIs,Female,80-84,1
LA,4533372,PacIs,Female,80-84,9
ME,1328361,PacIs,Female,80-84,0
MD,5773552,PacIs,Female,80-84,12
MA,6547629,PacIs,Female,80-84,7
MI,9883640,PacIs,Female,80-84,5
MN,5303925,PacIs,Female,80-84,3
MS,2967297,PacIs,Female,80-84,5
MO,5988927,PacIs,Female,80-84,13
MT,989415,PacIs,Female,80-84,1
NE,1826341,PacIs,Female,80-84,2
NV,2700551,PacIs,Female,80-84,58
NH,1316470,PacIs,Female,80-84,0
NJ,8791894,PacIs,Female,80-84,10
NM,2059179,PacIs,Female,80-84,3
NY,19378102,PacIs,Female,80-84,51
NC,9535483,PacIs,Female,80-84,14
ND,672591,PacIs,Female,80-84,0
OH,11536504,PacIs,Female,80-84,8
OK,3751351,PacIs,Female,80-84,8
OR,3831074,PacIs,Female,80-84,21
PA,12702379,PacIs,Female,80-84,10
RI,1052567,PacIs,Female,80-84,0
SC,4625364,PacIs,Female,80-84,7
SD,814180,PacIs,Female,80-84,1
TN,6346105,PacIs,Female,80-84,8
TX,25145561,PacIs,Female,80-84,54
UT,2763885,PacIs,Female,80-84,47
VT,625741,PacIs,Female,80-84,0
VA,8001024,PacIs,Female,80-84,13
WA,6724540,PacIs,Female,80-84,77
WV,1852994,PacIs,Female,80-84,2
WI,5686986,PacIs,Female,80-84,3
WY,563626,PacIs,Female,80-84,0
PR,3725789,PacIs,Female,80-84,2
AL,4779736,Other,Male,0-4,6874
AK,710231,Other,Male,0-4,435
AZ,6392017,Other,Male,0-4,40440
AR,2915918,Other,Male,0-4,6292
CA,37253956,Other,Male,0-4,306855
CO,5029196,Other,Male,0-4,19187
CT,3574097,Other,Male,0-4,9038
DE,897934,Other,Male,0-4,1794
DC,601723,Other,Male,0-4,1151
FL,18801310,Other,Male,0-4,30614
GA,9687653,Other,Male,0-4,24868
HI,1360301,Other,Male,0-4,696
ID,1567582,Other,Male,0-4,4665
IL,12830632,Other,Male,0-4,43586
IN,6483802,Other,Male,0-4,11231
IA,3046355,Other,Male,0-4,3451
KS,2853118,Other,Male,0-4,6566
KY,4339367,Other,Male,0-4,3809
LA,4533372,Other,Male,0-4,3661
ME,1328361,Other,Male,0-4,220
MD,5773552,Other,Male,0-4,11075
MA,6547629,Other,Male,0-4,14086
MI,9883640,Other,Male,0-4,8044
MN,5303925,Other,Male,0-4,6262
MS,2967297,Other,Male,0-4,2394
MO,5988927,Other,Male,0-4,4954
MT,989415,Other,Male,0-4,254
NE,1826341,Other,Male,0-4,5132
NV,2700551,Other,Male,0-4,17275
NH,1316470,Other,Male,0-4,567
NJ,8791894,Other,Male,0-4,24484
NM,2059179,Other,Male,0-4,13566
NY,19378102,Other,Male,0-4,59531
NC,9535483,Other,Male,0-4,28014
ND,672591,Other,Male,0-4,170
OH,11536504,Other,Male,0-4,7620
OK,3751351,Other,Male,0-4,9288
OR,3831074,Other,Male,0-4,11888
PA,12702379,Other,Male,0-4,15381
RI,1052567,Other,Male,0-4,2878
SC,4625364,Other,Male,0-4,7342
SD,814180,Other,Male,0-4,436
TN,6346105,Other,Male,0-4,9560
TX,25145561,Other,Male,0-4,139520
UT,2763885,Other,Male,0-4,9872
VT,625741,Other,Male,0-4,77
VA,8001024,Other,Male,0-4,13702
WA,6724540,Other,Male,0-4,20959
WV,1852994,Other,Male,0-4,333
WI,5686986,Other,Male,0-4,8279
WY,563626,Other,Male,0-4,863
PR,3725789,Other,Male,0-4,9274
AL,4779736,Other,Male,5-9,5302
AK,710231,Other,Male,5-9,433
AZ,6392017,Other,Male,5-9,39690
AR,2915918,Other,Male,5-9,5748
CA,37253956,Other,Male,5-9,291906
CO,5029196,Other,Male,5-9,18757
CT,3574097,Other,Male,5-9,8420
DE,897934,Other,Male,5-9,1650
DC,601723,Other,Male,5-9,878
FL,18801310,Other,Male,5-9,28281
GA,9687653,Other,Male,5-9,21365
HI,1360301,Other,Male,5-9,559
ID,1567582,Other,Male,5-9,4264
IL,12830632,Other,Male,5-9,43305
IN,6483802,Other,Male,5-9,9954
IA,3046355,Other,Male,5-9,2965
KS,2853118,Other,Male,5-9,6005
KY,4339367,Other,Male,5-9,3140
LA,4533372,Other,Male,5-9,2537
ME,1328361,Other,Male,5-9,200
MD,5773552,Other,Male,5-9,8706
MA,6547629,Other,Male,5-9,12378
MI,9883640,Other,Male,5-9,7967
MN,5303925,Other,Male,5-9,5782
MS,2967297,Other,Male,5-9,1804
MO,5988927,Other,Male,5-9,4313
MT,989415,Other,Male,5-9,183
NE,1826341,Other,Male,5-9,4495
NV,2700551,Other,Male,5-9,16767
NH,1316470,Other,Male,5-9,543
NJ,8791894,Other,Male,5-9,22647
NM,2059179,Other,Male,5-9,13553
NY,19378102,Other,Male,5-9,56375
NC,9535483,Other,Male,5-9,23704
ND,672591,Other,Male,5-9,156
OH,11536504,Other,Male,5-9,6847
OK,3751351,Other,Male,5-9,8560
OR,3831074,Other,Male,5-9,11302
PA,12702379,Other,Male,5-9,14375
RI,1052567,Other,Male,5-9,2773
SC,4625364,Other,Male,5-9,5847
SD,814180,Other,Male,5-9,330
TN,6346105,Other,Male,5-9,7770
TX,25145561,Other,Male,5-9,131245
UT,2763885,Other,Male,5-9,9202
VT,625741,Other,Male,5-9,66
VA,8001024,Other,Male,5-9,11323
WA,6724540,Other,Male,5-9,18599
WV,1852994,Other,Male,5-9,315
WI,5686986,Other,Male,5-9,7588
WY,563626,Other,Male,5-9,801
PR,3725789,Other,Male,5-9,10560
AL,4779736,Other,Male,10-14,3991
AK,710231,Other,Male,10-14,452
AZ,6392017,Other,Male,10-14,38243
AR,2915918,Other,Male,10-14,4979
CA,37253956,Other,Male,10-14,295075
CO,5029196,Other,Male,10-14,17270
CT,3574097,Other,Male,10-14,8596
DE,897934,Other,Male,10-14,1292
DC,601723,Other,Male,10-14,760
FL,18801310,Other,Male,10-14,28361
GA,9687653,Other,Male,10-14,17581
HI,1360301,Other,Male,10-14,479
ID,1567582,Other,Male,10-14,4105
IL,12830632,Other,Male,10-14,40960
IN,6483802,Other,Male,10-14,8310
IA,3046355,Other,Male,10-14,2849
KS,2853118,Other,Male,10-14,5255
KY,4339367,Other,Male,10-14,2340
LA,4533372,Other,Male,10-14,2147
ME,1328361,Other,Male,10-14,200
MD,5773552,Other,Male,10-14,7739
MA,6547629,Other,Male,10-14,12518
MI,9883640,Other,Male,10-14,7218
MN,5303925,Other,Male,10-14,5061
MS,2967297,Other,Male,10-14,1418
MO,5988927,Other,Male,10-14,3717
MT,989415,Other,Male,10-14,239
NE,1826341,Other,Male,10-14,3977
NV,2700551,Other,Male,10-14,16197
NH,1316470,Other,Male,10-14,506
NJ,8791894,Other,Male,10-14,22079
NM,2059179,Other,Male,10-14,13262
NY,19378102,Other,Male,10-14,56212
NC,9535483,Other,Male,10-14,18912
ND,672591,Other,Male,10-14,124
OH,11536504,Other,Male,10-14,5904
OK,3751351,Other,Male,10-14,7294
OR,3831074,Other,Male,10-14,10614
PA,12702379,Other,Male,10-14,14112
RI,1052567,Other,Male,10-14,2863
SC,4625364,Other,Male,10-14,4440
SD,814180,Other,Male,10-14,330
TN,6346105,Other,Male,10-14,6099
TX,25145561,Other,Male,10-14,122657
UT,2763885,Other,Male,10-14,8344
VT,625741,Other,Male,10-14,72
VA,8001024,Other,Male,10-14,9777
WA,6724540,Other,Male,10-14,17585
WV,1852994,Other,Male,10-14,279
WI,5686986,Other,Male,10-14,6485
WY,563626,Other,Male,10-14,721
PR,3725789,Other,Male,10-14,12087
AL,4779736,Other,Male,15-17,2265
AK,710231,Other,Male,15-17,298
AZ,6392017,Other,Male,15-17,23211
AR,2915918,Other,Male,15-17,2865
CA,37253956,Other,Male,15-17,189732
CO,5029196,Other,Male,15-17,10318
CT,3574097,Other,Male,15-17,5469
DE,897934,Other,Male,15-17,808
DC,601723,Other,Male,15-17,475
FL,18801310,Other,Male,15-17,18294
GA,9687653,Other,Male,15-17,9970
HI,1360301,Other,Male,15-17,283
ID,1567582,Other,Male,15-17,2551
IL,12830632,Other,Male,15-17,24597
IN,6483802,Other,Male,15-17,4767
IA,3046355,Other,Male,15-17,1639
KS,2853118,Other,Male,15-17,3228
KY,4339367,Other,Male,15-17,1364
LA,4533372,Other,Male,15-17,1406
ME,1328361,Other,Male,15-17,132
MD,5773552,Other,Male,15-17,4718
MA,6547629,Other,Male,15-17,8741
MI,9883640,Other,Male,15-17,4314
MN,5303925,Other,Male,15-17,2915
MS,2967297,Other,Male,15-17,867
MO,5988927,Other,Male,15-17,2154
MT,989415,Other,Male,15-17,176
NE,1826341,Other,Male,15-17,2309
NV,2700551,Other,Male,15-17,9769
NH,1316470,Other,Male,15-17,344
NJ,8791894,Other,Male,15-17,14184
NM,2059179,Other,Male,15-17,8364
NY,19378102,Other,Male,15-17,38273
NC,9535483,Other,Male,15-17,10379
ND,672591,Other,Male,15-17,85
OH,11536504,Other,Male,15-17,3578
OK,3751351,Other,Male,15-17,4266
OR,3831074,Other,Male,15-17,6282
PA,12702379,Other,Male,15-17,9019
RI,1052567,Other,Male,15-17,1930
SC,4625364,Other,Male,15-17,2556
SD,814180,Other,Male,15-17,208
TN,6346105,Other,Male,15-17,3377
TX,25145561,Other,Male,15-17,73410
UT,2763885,Other,Male,15-17,4925
VT,625741,Other,Male,15-17,60
VA,8001024,Other,Male,15-17,6002
WA,6724540,Other,Male,15-17,10526
WV,1852994,Other,Male,15-17,181
WI,5686986,Other,Male,15-17,3936
WY,563626,Other,Male,15-17,436
PR,3725789,Other,Male,15-17,7480
AL,4779736,Other,Male,18-19,1970
AK,710231,Other,Male,18-19,198
AZ,6392017,Other,Male,18-19,16176
AR,2915918,Other,Male,18-19,2038
CA,37253956,Other,Male,18-19,131618
CO,5029196,Other,Male,18-19,6850
CT,3574097,Other,Male,18-19,4047
DE,897934,Other,Male,18-19,580
DC,601723,Other,Male,18-19,401
FL,18801310,Other,Male,18-19,14042
GA,9687653,Other,Male,18-19,7593
HI,1360301,Other,Male,18-19,252
ID,1567582,Other,Male,18-19,1758
IL,12830632,Other,Male,18-19,16851
IN,6483802,Other,Male,18-19,3271
IA,3046355,Other,Male,18-19,1318
KS,2853118,Other,Male,18-19,2220
KY,4339367,Other,Male,18-19,1162
LA,4533372,Other,Male,18-19,1317
ME,1328361,Other,Male,18-19,124
MD,5773552,Other,Male,18-19,3772
MA,6547629,Other,Male,18-19,6565
MI,9883640,Other,Male,18-19,3079
MN,5303925,Other,Male,18-19,2052
MS,2967297,Other,Male,18-19,859
MO,5988927,Other,Male,18-19,1855
MT,989415,Other,Male,18-19,135
NE,1826341,Other,Male,18-19,1602
NV,2700551,Other,Male,18-19,6223
NH,1316470,Other,Male,18-19,294
NJ,8791894,Other,Male,18-19,10467
NM,2059179,Other,Male,18-19,5828
NY,19378102,Other,Male,18-19,28790
NC,9535483,Other,Male,18-19,7666
ND,672591,Other,Male,18-19,98
OH,11536504,Other,Male,18-19,2750
OK,3751351,Other,Male,18-19,3178
OR,3831074,Other,Male,18-19,4312
PA,12702379,Other,Male,18-19,6770
RI,1052567,Other,Male,18-19,1438
SC,4625364,Other,Male,18-19,2315
SD,814180,Other,Male,18-19,178
TN,6346105,Other,Male,18-19,2594
TX,25145561,Other,Male,18-19,51686
UT,2763885,Other,Male,18-19,3359
VT,625741,Other,Male,18-19,97
VA,8001024,Other,Male,18-19,4610
WA,6724540,Other,Male,18-19,7279
WV,1852994,Other,Male,18-19,171
WI,5686986,Other,Male,18-19,2547
WY,563626,Other,Male,18-19,334
PR,3725789,Other,Male,18-19,5012
AL,4779736,Other,Male,20,1279
AK,710231,Other,Male,20,125
